Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
-24.503981859504357,-4.030230528470856,-3.15200121280143,-20.27761827105333,-8.32406897013233,-1.10838522750408,-1.135955280536714,-8.087303939799384,8.444818301863396,4.13456227319332,3.3105886269897637,3.0221627214474833,121.78391717489677,18.544072785356317,5.443954853345927,107.7942488794971,-88.38738091308663,11.651308604913448,1.9779679678985242,-83.21769671647621,664.55078125,-23.92578125,-7.32421875,672.8515625
-27.994986995726794,-4.544455775918028,-3.5748257455497217,-23.31949092536649,-6.911382430686983,-0.6246138774817096,-0.79411136832304,-7.403558649627367,4.776139722749493,3.4584954049988097,3.011052280256076,0.6881565945758273,62.07286068333584,13.994789200114415,9.837574034147663,52.40979733853468,48.847332681214816,3.1781364670600905,-5.629412866063143,83.36354643297928,-854.98046875,-36.62109375,-57.6171875,-851.07421875
-31.70040662991839,-5.080192639955634,-4.016491961850092,-26.56403535374723,-4.973688611868364,-0.0550314549455727,-0.37037457350497005,-6.235322991738701,1.3171935222789355,2.3882135386623413,2.421116627185307,-0.7364971015891518,3.5264513418811605,8.175775395390286,12.980530416299471,-3.4742087142016187,128.9984740806961,-7.478208036647486,-9.765685805127665,160.4004511617275,-1000.0,-40.0390625,-75.1953125,-1000.0
-35.57823535600092,-5.6327972611971555,-4.4730374152323185,-29.969992855223257,-2.4365300030990236,0.5895301074136534,0.1293274085423753,-4.472914626433555,-1.4559945949908801,0.9969118698245604,1.5689970169589185,-0.9145022500827887,-53.70895384374212,3.8744173132470445,12.907896879504666,-64.52302992644319,61.90895978929947,-13.552271670067533,-6.7681145657866715,63.55667122816694,24.90234375,-17.578125,-25.87890625,278.3203125
-39.591444395808125,-6.196753239889425,-4.940443753805364,-33.50140138990739,0.7151217884823261,1.2957473738506236,0.6942119914573498,-2.066640399941489,-3.367896694813508,-0.6038764441330537,0.5036336444251762,0.10352193191950568,-117.3383480401376,1.8660146318709057,8.636556706326159,-137.23023417383527,-81.16896189136354,-11.29916057126912,1.8441572813422715,-104.47486577821127,-913.57421875,-25.390625,-2.44140625,-883.30078125
-43.70526649733909,-6.765745088217313,-5.414273829689287,-37.123964872236236,4.44494757948193,2.0479217572967405,1.3102154740098275,0.9825950371707232,-4.4997621331207,-2.276217326676986,-0.7035523464687184,1.9564197197771984,-179.07018987099536,1.0832889750274504,1.4637938040746787,-206.4333697110655,-135.24844649241473,-2.0262037638318695,10.181158790166581,-155.25901242888708,-193.359375,-55.6640625,-58.10546875,-199.21875
-47.88596518590866,-7.332972978708965,-5.889623587117236,-40.80482318730314,8.671172881293185,2.827471706303031,1.9606756747331753,4.624411364178172,-5.12444752803875,-3.8728194356803303,-1.9631850655655276,4.055967586572147,-212.9725775499736,-0.37474871813409444,-5.736134010453461,-239.57190005334712,-27.005487902341624,8.643155018589015,11.663654363239077,-24.70425112936456,-1000.0,-62.5,-83.49609375,-1000.0
-52.1019707379199,-7.891627176707123,-6.361595054684756,-44.514972831330695,13.26737182379332,3.61214345134366,2.625519303837704,8.754571006102251,-5.640946464473672,-5.255747811646591,-3.180035603364243,5.674811321509701,-192.63187991139523,-3.915798313731008,-10.426000124862034,-208.46494397925915,132.12888576953134,14.037064692314418,3.9413384884308846,146.87462480913067,-250.48828125,-48.33984375,-14.6484375,-164.55078125
-56.32414645081252,-8.435123495414661,-6.825349146611757,-48.22937548871033,18.06848237720548,4.376254434782581,3.2820073010723956,13.221027232295542,-6.481843160263973,-6.310066032240124,-4.260252641479398,6.082606013259199,-109.41591168380742,-9.26250668630331,-11.315482527130472,-107.37305037635953,160.619225615188,10.749092709795313,-7.904093287581046,164.30472930452137,-847.65625,-38.57421875,43.9453125,-816.40625
-60.52406712668017,-8.957037457636485,-7.275421694824574,-51.92457971761088,22.884897006254707,5.092104601864325,3.9078848598632208,17.840029427105037,-7.998447573640592,-6.95094698215917,-5.110673418082737,4.707293845286353,19.82574838900774,-14.24551780148821,-8.156172986405402,41.55108950946053,8.033437862817149,0.9851621860793873,-14.165293917607695,-6.462560792549718,196.77734375,-49.31640625,-24.90234375,190.4296875
-64.67103622418499,-9.451066288570072,-7.705475593445346,-55.57578513109176,27.5211577025991,5.731407009461746,4.4830057388268605,22.41486265483714,-10.353031068787194,-7.128105358035137,-5.644904958864414,1.2722336210758496,158.012209418456,-16.031210124273194,-2.06139224139834,195.31823968005966,-179.4853214384788,-9.063643301597002,-9.13753451330024,-194.20416460262877,-1000.0,-63.96484375,-104.00390625,-1000.0
-68.7319048515921,-9.911190900585286,-8.109190291609048,-59.156738388771764,31.785484744375136,6.266141620848005,4.9872914001973445,26.74563866862878,-13.479562453167791,-6.8293416706099555,-5.802278157067001,-4.147234781610434,259.93866965024097,-12.966044160750549,3.956358118123689,304.16240546933824,-206.30570283693427,-13.44290456907114,2.8051628512798605,-199.71970214535432,-558.10546875,-53.22265625,-64.94140625,-389.6484375
-72.67528303971866,-10.331793490799166,-8.481165867934429,-62.642926427533205,35.48541579334855,6.669587995158043,5.398851231987068,30.628843024766404,-17.12833790584932,-6.080106191331326,-5.562757962274999,-11.15323637301076,287.2424055535946,-5.584692181748045,6.3245733688283305,328.71016527903265,-31.44324928431145,-9.903298571967767,11.434556414042815,-4.289034897064347,-987.3046875,-20.99609375,-11.23046875,-865.234375
-76.47371893088813,-10.70748917037548,-8.81680460625422,-66.01256678867584,38.430606012711586,6.9182232992610215,5.6955769649549355,33.864385790796305,-20.908729244823117,-4.936895600643283,-4.944642846652269,-19.069356396680806,226.6966192610145,3.7996459965319573,3.7224068442806217,258.2783513841331,187.32835432686593,-0.7043054074355799,10.828695472424764,210.395831453178,336.9140625,-30.2734375,-45.8984375,307.6171875
-80.0996946330415,-11.032931864751424,-9.111896247285149,-69.24303811773346,40.45507057107394,6.99353051649516,5.857681838573602,36.27665251339217,-24.28326061428114,-3.478850469291302,-3.9954619701676326,-26.972008250452312,102.04853532305593,12.174376529278895,-1.8164447731876414,119.72847249608286,249.14983295979417,8.788242536342873,3.6886360545887684,243.28261394559527,-1000.0,-62.5,-92.7734375,-1000.0
-83.5234302768706,-11.30295958684156,-9.362839715294006,-72.30997498376856,41.4318528887488,6.882501094656974,5.86811545780742,37.72532795404863,-26.61274718050992,-1.8025423989918148,-2.788200418115925,-33.79245804392479,-37.579308056497105,16.796435637434367,-6.688079544044236,-36.23406305305299,97.6377885904723,12.849602256126262,-3.66140962333684,63.288802412796315,-1000.0,-40.0390625,-73.73046875,-918.9453125
-86.71631766443413,-11.51284848138299,-9.56701246330248,-75.19057473938739,41.26803728799161,6.577598696892182,5.712472830515855,38.101319374355484,-27.284591660120093,-0.01713903241003177,-1.4168956550402654,-38.48818437375347,-145.17447031280616,16.133231567075285,-8.08495985466379,-161.00088798230837,-136.10844914452008,8.875732596216396,-7.561354317713136,-170.45445477097633,405.76171875,-28.3203125,-20.5078125,609.375
-89.64755592772708,-11.658326299484987,-9.72250259320554,-77.85895961619708,39.91984505451654,6.077296070834506,5.380852583261399,37.34635036514587,-25.763703281832846,1.7638775699104174,0.01666072359761474,-40.12407977193426,-190.76846037891707,10.640930809770484,-4.979357414424187,-221.11982374743098,-253.6891756630873,-0.4390661575342016,-7.741398638457395,-256.00577893258924,783.203125,-48.828125,-28.80859375,700.1953125
-92.27297023221584,-11.735548590446303,-9.827595902577766,-80.2751537914624,37.42872060301417,5.386489036201879,4.870224815545036,35.4887244408641,-21.564269350509267,3.4312012521597923,1.4180071450788923,-37.88907354615414,-164.2929997944446,2.595820115673025,1.7617363292910282,-202.9484651549125,-161.08005923205772,-8.752384602247686,-4.822499525293163,-126.78382651710855,-745.60546875,-48.828125,-78.61328125,-833.49609375
-94.53551279975851,-11.741216037886225,-9.88081282536536,-82.38742119446827,33.91490554504454,4.516212616942196,4.18468456243716,32.63134049215321,-14.372130584066317,4.885787456926434,2.70608666584477,-31.272775305894577,-85.91284902020836,-5.036999165132744,9.417782589368928,-125.93926155173735,49.719836969686675,-10.775502114471992,0.3876387275576227,90.76700255821586,-1000.0,-28.80859375,-69.3359375,-1000.0
-96.37924885693347,-11.672580532117374,-9.881244581286724,-84.14696864662557,29.52594614074363,3.4834805955603905,3.3344690429905968,28.898695072460743,-4.2943950575278365,6.0451990592630045,3.8137566254193143,-20.338860832654326,-7.101227533788498,-9.784627585177338,14.359945985603932,-42.96441251940753,189.79648616620273,-5.968217273782891,5.908833592179919,200.65082595335846,-55.6640625,-17.578125,-17.08984375,17.578125
-97.75762482949492,-11.52726664804764,-9.828391702277866,-85.51498115313458,24.40505222211153,2.3114553354276333,2.336311044778198,24.410201890610153,8.036037208286656,6.8503617993019645,4.692370028696192,-5.81396505424755,20.695728540351926,-10.423359726052507,14.146465401486651,-6.141773740661762,157.05862299594114,1.6516974980574137,8.851560391787105,129.62191064278176,-873.53515625,-31.25,-5.37109375,-890.625
-98.63189549933786,-11.303221820138493,-9.721650977106853,-86.4601106837301,18.69260816097538,1.0289290999879614,1.2145547067162474,19.28553809956737,21.5517807806789,7.268459070565178,5.3176751946427885,11.027412117992503,-15.849689361195205,-7.390541171617403,9.00582953873298,-28.73124854983124,22.042797794863873,6.839812110295923,7.151233224795734,-16.081522839725352,-62.98828125,-48.828125,-59.08203125,-150.87890625
-98.96932079752354,-10.998965702774175,-9.560291074825566,-86.95707073723382,12.529007153548452,-0.33136012054944136,0.0003104399673600861,13.646833139017804,34.902308022867224,7.290353680950688,5.686846046864752,28.53176302062196,-84.37636564517926,-2.66449382617172,1.2035906270844003,-79.95257132284856,-71.80138466245133,6.814060338448052,0.9791185383286978,-86.31884051990492,-1000.0,-56.640625,-71.77734375,-1000.0
-98.74406190413957,-10.613962116044712,-9.343989230404052,-86.98779524929154,6.049368456030468,-1.7348883168995108,-1.2714270193804897,7.613110581263684,46.610960996737674,6.92571946281504,5.8076393141358,44.85123460465676,-130.99660943060243,1.1594532205927963,-6.686860859578609,-109.7306256165275,-66.1947928763788,2.7975858122104738,-6.786280468394442,-48.999728424638235,-310.546875,-71.77734375,-63.4765625,-282.71484375
-97.93864548472969,-10.148892999996987,-9.073212293621943,-86.54213319258753,-0.6226447321831696,-3.14716966588574,-2.56421978159884,1.2969625093356973,55.24496338116633,6.199385064551476,5.690381610501843,58.15797592711178,-114.20423937185653,2.251170395551526,-12.731428404700194,-80.62203199327283,-25.270274738268316,-1.481683692038364,-11.252324008702956,2.166389145754563,-862.3046875,-62.98828125,-47.8515625,-864.2578125
-96.54329699785895,-9.605712863608176,-8.74916072603478,-85.6164407414015,-7.373319220351456,-4.534810825783711,-3.8412301486068148,-5.191582047562153,59.60746253392283,5.150483377228988,5.3468038051377125,66.87890367856036,-26.63914811361094,0.5741949068705665,-15.631404918634287,12.100634495534711,-28.95165714011849,-3.0270914959773454,-8.3550476342932,-17.205956422586663,210.9375,-50.78125,-72.75390625,168.9453125
-94.55273549332559,-8.987456333352018,-8.373702998786436,-84.21041224326187,-14.089159892286258,-5.865725866552602,-5.066234587238873,-11.735873600085501,58.927693758765606,3.8340950721005305,4.7903516599576275,69.91462357463634,103.68990685937642,-2.0933381926188566,-14.779508330213813,139.46960070462677,-65.44185912652557,-1.8463047046553585,1.1026800168039534,-75.17438826352692,-1000.0,-48.828125,-101.07421875,-1000.0
-91.9656060200235,-8.297931053421857,-7.949543922795794,-82.32660668770932,-20.656072093041214,-7.1089889060309615,-6.205328001470052,-18.21286344216389,52.965343467123006,2.322791324754031,4.035074839463233,66.7656846715712,225.846728542767,-3.257614118303468,-10.559420969936177,251.37906788848835,-53.29565118907963,-0.39466707588867106,10.48825936056151,-69.17313818483204,-746.09375,-39.0625,-63.96484375,-717.28515625
-88.78604629978042,-7.54139939645723,-7.480138462164153,-79.97158521351025,-26.96551837708336,-8.234704383077013,-7.227700485121887,-24.49891894115676,42.02838781308626,0.706010820012716,3.0986572231683343,57.5705763546896,288.0022127760938,-1.2623363948196067,-4.104538524325012,298.87627288280476,44.0732674942396,-0.77134338512431,12.261132019298357,39.47502593694786,864.74609375,-7.32421875,9.765625,885.25390625
-85.01715384895574,-6.7221956284546796,-6.9689250208363935,-77.14902709081136,-32.895534627370324,-9.213766395014117,-8.10421838733491,-30.451086306659096,27.01698512380975,-0.9125841758670327,2.0128077735826966,43.1592868374299,266.5382851344046,3.7190822642312678,3.483880298527683,262.4267388196499,157.21339800596843,-2.3671413162282313,4.872566609403699,165.89861502582673,411.1328125,-6.34765625,3.41796875,339.35546875
-80.65151235837958,-5.8444164295283745,-6.418525275425902,-73.8506020779963,-38.285342468444476,-10.017977592350627,-8.806051297931996,-35.88440495213451,9.415058106689239,-2.4214107585620837,0.8308046646664381,25.03743813442157,177.16394473739467,9.650196848093469,11.20179516629122,161.1289651356907,169.5241451201522,-2.517986517747008,-5.750311598511781,178.5530310711421,-1000.0,-39.0625,-60.546875,-1000.0
-75.67695893380458,-4.912058573965215,-5.830853385438004,-70.06217770188594,-42.96148224064192,-10.621665747952179,-9.30634690955466,-40.601043721594046,-8.970081607664047,-3.714141348192032,-0.37928746034743593,5.111085990426241,51.72588968193474,13.337350261135411,17.225768511823105,28.473112605939935,31.498351041247393,0.3124392627700784,-11.756928047215887,28.75383508059409,-1000.0,-78.61328125,-73.2421875,-1000.0
-70.09120800717344,-3.9296584810434303,-5.207888465899104,-65.77818940871579,-46.79107810059111,-11.004785006445598,-9.583918930760928,-44.44426625854,-26.383706063944683,-4.707651437563545,-1.5502406638079211,-14.70046477879385,-85.28254093598248,11.75794069349574,18.785169222548607,-110.58873877652591,-170.43396818098478,4.388608143756664,-9.641222943337402,-182.57120331045036,235.83984375,-99.609375,-58.10546875,286.62109375
-63.90215374190493,-2.902913315626075,-4.552115679591578,-61.00159643402794,-49.686087777777104,-11.155624272805106,-9.625545646824827,-47.30304570106423,-41.29757228120435,-5.355630867301135,-2.6257402449004883,-32.652742115903585,-209.29714811616734,3.8726250053053017,13.922709259622806,-231.7306174712571,-260.53540021637383,6.238271920084172,-1.487469497681428,-268.0971755403667,904.78515625,-51.7578125,-33.69140625,754.8828125
-57.11511212126453,-1.8386599647351474,-3.8663571731098516,-55.731972850611086,-51.56527510605727,-11.071064998486777,-9.425969058568137,-49.07803829483187,-52.40617340367048,-5.649458336145833,-3.561174398370608,-47.20214510499968,-284.0259622846838,-7.942791180869077,3.560005453129467,-300.3340158694455,-129.78899861658675,4.162017065960888,7.669591503395235,-123.31269928591026,-582.03125,-28.80859375,-48.828125,-769.04296875
-49.73013653348197,-0.7442239404050124,-3.153507808404478,-49.9643690461006,-52.350040397668955,-10.754561871886212,-8.987318778100839,-49.68305205980105,-58.729572588325986,-5.608053924554999,-4.322068534224519,-57.1430137198061,-280.6469642498822,-18.308564761709977,-8.380254588363549,-290.6701074498843,129.9333495140493,-0.3867083665766793,12.509794534202742,144.50563534816948,-1000.0,-27.34375,-54.19921875,-1000.0
-41.75410804641338,0.3732556589705451,-2.416462152001718,-43.70139307234335,-52.00672480842961,-10.21397283121653,-8.318906624944258,-49.08726206567017,-59.84531437398133,-5.266405192894335,-4.884059008845442,-61.849065086145686,-206.33866858800772,-21.587621585465417,-16.960230579751048,-211.7776664304337,282.2109833491373,-4.767402550319924,9.483626972364023,290.5957607332519,-147.4609375,-13.18359375,-14.16015625,-131.8359375
-33.20939872936523,1.507156983979741,-1.6579282543471954,-36.96019083670974,-50.57390442626935,-9.460505978617796,-7.436434911039272,-47.33668844808827,-55.99437582803693,-4.668681755512339,-5.231115237601519,-61.36643494079508,-100.24879673472306,-15.316292997771228,-18.63066922753892,-101.24742343906938,177.98567726143983,-7.3590555876520005,-0.66843436435805,173.56553337920948,-862.79296875,-26.85546875,9.765625,-908.69140625
-24.13221020354087,2.6513729678890687,-0.8800557119988507,-29.769944475170828,-48.15262325030885,-8.508731315442441,-6.360463981422969,-44.54133852205351,-47.98030687580569,-3.8660116033339875,-5.3519482369684255,-56.31159658667534,-3.1378678985407005,-1.9419086174583615,-12.77251383918849,2.9291820992032895,-80.74432688510609,-7.395005107507696,-11.778569685286945,-91.61287416972297,27.83203125,-55.6640625,-40.52734375,-122.55859375
-14.568804943880094,3.8000008468695112,-0.08447898662569295,-22.168855085879343,-44.88762115426679,-7.377490611741756,-5.1161021064030505,-40.85838595458771,-36.98754251657618,-2.917842001347393,-5.241990351330245,-47.70816891933645,64.97083467216922,12.210587090123912,-2.194743472126967,80.64920430102555,-240.43792932625993,-3.9375078092993525,-15.643175978879412,-248.20862295766776,-1000.0,-66.89453125,-89.35546875,-1000.0
-4.574394921261359,4.946954318793911,0.7269653616850064,-14.203415707535692,-40.95581839123466,-6.090857406977655,-3.734623637183311,-36.481183755383874,-24.402690059292148,-1.893014582861886,-4.912452459779593,-36.820496746571735,105.63099019851177,20.240947522451936,7.791607540581599,129.99359865732788,-157.51745326807207,3.2939490343583238,-8.470849851528195,-159.4726063594662,-328.125,-38.57421875,-78.61328125,-305.17578125
5.786039648063342,6.085892147125662,1.5515842737893921,-5.928360523458157,-36.55994295190925,-4.677845556151469,-2.2544941552374156,-31.62931301580278,-11.650174769259852,-0.8655222681757854,-4.395664522184786,-24.98546021031363,129.62987237717837,18.48415790746409,12.117586940335128,157.86377833202513,61.12559779183168,11.651493706738295,5.532394335492685,62.31563099616912,-979.98046875,-43.9453125,-41.50390625,-985.83984375
16.438266143426667,7.21040671587117,2.3858965644170445,2.5945551660375044,-31.917170311960582,-3.1711057564641973,-0.7197088118874901,-26.534359506669283,-0.022660353617346057,0.0935519284408053,-3.7388442165493836,-13.441731579841253,145.56543436653752,8.42066998113453,9.130488644446254,170.89202701194338,183.6945713986018,15.184638561054474,16.881609882512134,186.92046662006643,76.66015625,-67.87109375,-47.8515625,53.22265625
27.302259612113104,8.314107426968947,3.226067622376919,11.299731379525864,-27.238666762263914,-1.6058445236598757,0.8232301255397051,-21.419955134729985,9.489527616727692,0.9225537329766488,-2.992517698020617,-3.169661240227333,155.68779463174803,-4.506927506391577,1.573942378548811,171.50277047679708,99.3498361765883,8.595122441369886,17.355283480451448,106.05410649826163,-1000.0,-41.015625,-64.94140625,-1000.0
